rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_disc
28,55 Cnc,f,Radial Velocity,5,262,0.51,-0.51,0,0.788,0.001,-0.001,0,0.305,0.075,-0.075,0,90,,,0,0.141,0.012,-0.012,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.96,0.01,0,0,V (Johnson),5196,24,-24,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2014-10-29,2007
20,47 UMa,c,Radial Velocity,3,2391,100,-87,0,3.6,0.1,-0.1,0,0.098,0.047,-0.096,0,,,,,0.54,0.066,-0.073,0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,14.08,0.13,-0.13,0,5.05,,0,0,V (Johnson),5892,70,-70,0,0,1.03,0.05,-0.05,0,0,1.23,,,0,0,2014-05-14,2001
18,42 Dra,b,Radial Velocity,1,479.1,6.2,-6.2,0,1.19,0.01,-0.01,0,0.38,0.06,-0.06,0,,,,,3.88,0.85,-0.85,0,Msini,,,,,,,,,0,0,0,0,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,97.28,4.34,-4.76,0,4.82,,0,0,V (Johnson),4200,70,-70,0,0,0.98,0.05,-0.05,0,0,22.03,1,-1,0,0,2014-05-14,2008
17,4 UMa,b,Radial Velocity,1,269.3,1.96,-1.96,0,0.87,0.04,-0.04,0,0.432,0.024,-0.024,0,,,,,7.1,1.6,-1.6,0,Msini,,,,,,,,,0,0,0,0,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,77.4,4.03,-4.5,0,4.61,,0,0,V (Johnson),4415,70,-70,0,0,1.23,0.15,-0.15,0,0,18.11,1.47,-1.47,0,0,2014-05-14,2006
13,2MASS J12073346-3932539,b,Imaging,1,,,,,46,5,-5,0,,,,,,,,,4,1,-1,0,Mass,,,,,,,,,0,0,0,0,12h07m33.47s,181.889447,-39d32m54.0s,-39.548332,52.4,1.1,-1.1,0,20.15,0.19,0,0,V (Johnson),,,,,,0.02,,,0,0,,,,,,2014-05-14,2004
7,1RXS J160929.1-210524,b,Imaging,1,,,,,330,,,0,,,,,,,,,8,1,-1,0,Mass,,,,,,,,,0,0,0,0,16h09m30.30s,242.376268,-21d04m58.9s,-21.083036,145,14,-14,0,,,,,,4060,300,-200,0,0,0.85,0.2,-0.1,0,0,,,,,0,2015-04-01,2008
6,18 Del,b,Radial Velocity,1,993.3,3.2,-3.2,0,2.6,,,0,0.08,0.01,-0.01,0,,,,,10.3,,,0,Msini,,,,,,,,,0,0,0,0,20h58m25.94s,314.608063,+10d50m21.4s,10.839286,73.1,3.56,-3.94,0,,,,,,4979,18,-18,0,0,2.3,,,0,0,8.5,,,0,0,2014-05-14,2008
4,14 Her,b,Radial Velocity,1,1773.4,2.5,-2.5,0,2.77,0.05,-0.05,0,0.369,0.005,-0.005,0,,,,,4.64,0.19,-0.19,0,Msini,,,,,,,,,0,0,0,0,16h10m24.31s,242.601303,+43d49m03.5s,43.817646,18.15,0.19,-0.2,0,6.61,0.02,0,0,V (Johnson),5311,87,-87,0,0,0.9,0.05,-0.05,0,0,,,,,0,2014-05-14,2002
3,14 And,b,Radial Velocity,1,185.84,0.23,-0.23,0,0.83,,,0,0,,,0,,,,,4.8,,,0,Msini,,,,,,,,,0,0,0,0,23h31m17.42s,352.822571,+39d14m10.3s,39.236198,76.39,3.93,-4.38,0,,,,,,4813,20,-20,0,0,2.2,0.1,-0.2,0,0,11,1,-1,0,0,2014-05-14,2008
1,11 Com,b,Radial Velocity,1,326.03,0.32,-0.32,0,1.29,0.05,-0.05,0,0.231,0.005,-0.005,0,,,,,19.4,1.5,-1.5,0,Msini,,,,,,,,,0,0,0,0,12h20m43.03s,185.179276,+17d47m34.3s,17.792868,110.62,9.61,-11.63,0,4.74,,0,0,V (Johnson),4742,100,-100,0,0,2.7,0.3,-0.3,0,0,19,2,-2,0,0,2014-05-14,2007
