rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_disc
428,HD 196885,b,Radial Velocity,1,1333,15,-15,0,2.37,0.02,-0.02,0,0.48,0.06,-0.06,0,,,,,2.58,0.16,-0.16,0,Msini,,,,,,,,,0,0,0,0,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,32.99,0.86,-0.91,0,6.398,,0,0,V (Johnson),6254,44,-44,0,0,1.28,0.05,-0.05,0,0,1.31,0.05,-0.05,0,0,2014-08-21,2007
426,HD 196050,b,Radial Velocity,1,1378,21,-21,0,2.54,0.15,-0.15,0,0.228,0.038,-0.038,0,,,,,2.9,0.26,-0.26,0,Msini,,,,,,,,,0,0,0,0,20h37m51.71s,309.465454,-60d38m04.1s,-60.634483,46.93,1.92,-2.09,0,7.5,,0,0,V (Johnson),5892,,,0,0,1.15,,,0,0,,,,,0,2014-08-21,2002
424,HD 192699,b,Radial Velocity,1,345.53,1.77,-1.63,0,1.15,0.02,-0.03,0,0.129,0.029,-0.06,0,,,,,2.4,0.15,-0.21,0,Msini,,,,,,,,,0,0,0,0,20h16m06.01s,304.025024,+04d34m50.9s,4.580795,67.39,3.89,-4.4,0,6.44,,0,0,V (Johnson),5220,44,-44,0,0,1.68,0.12,-0.12,0,0,3.9,0.06,-0.06,0,0,2014-08-21,2007
418,HD 190647,b,Radial Velocity,1,1038.1,4.9,-4.9,0,2.07,0.06,-0.06,0,0.18,0.02,-0.02,0,,,,,1.9,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,20h07m19.67s,301.83197,-35d32m19.1s,-35.538631,54.23,3.05,-3.44,0,7.775,0.013,0,0,V (Johnson),5628,20,-20,0,0,1.1,0.1,-0.1,0,0,,,,,0,2014-05-14,2007
416,HD 190360,b,Radial Velocity,2,2915,29,-29,0,4.01,0.23,-0.23,0,0.313,0.019,-0.019,0,,,,,1.56,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,15.89,0.16,-0.16,0,5.73,,0,0,V (Johnson),5590,50,-50,0,0,0.96,,,0,0,1.13,,,0,0,2014-08-21,2003
417,HD 190360,c,Radial Velocity,2,17.111,0.0048,-0.0048,0,0.1304,0.0075,-0.0075,0,0.237,0.082,-0.082,0,,,,,0.06,0.0076,-0.0076,0,Msini,,,,,,,,,0,0,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,15.89,0.16,-0.16,0,5.73,,0,0,V (Johnson),5590,50,-50,0,0,0.96,,,0,0,1.13,,,0,0,2014-08-21,2005
415,HD 189733,b,Radial Velocity,1,2.2185752,0.00000008,-0.00000008,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20h00m43.71s,300.182129,+22d42m39.1s,22.710854,19.25,0.32,-0.33,0,7.67,0.03,0,0,V (Johnson),4875,43,-43,0,0,0.85,0.05,-0.05,0,0,0.81,0.02,-0.02,0,0,2015-04-24,2005
414,HD 188015,b,Radial Velocity,1,461.2,1.7,-1.7,0,1.203,0.07,-0.07,0,0.137,0.026,-0.026,0,,,,,1.5,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,19h52m04.54s,298.018921,+28d06m01.4s,28.100376,52.63,2.51,-2.77,0,8.234,0.011,0,0,V (Johnson),5746,,,0,0,1.09,,,0,0,,,,,0,2014-07-23,2004
412,HD 187123,c,Radial Velocity,2,3810,420,-420,0,4.89,0.53,-0.53,0,0.252,0.033,-0.033,0,,,,,1.99,0.25,-0.25,0,Msini,,,,,,,,,0,0,0,0,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,47.92,1.58,-1.69,0,7.832,0.011,0,0,V (Johnson),5830,40,-40,0,0,1,0.1,-0.1,0,0,,,,,0,2014-07-23,2008
410,HD 187085,b,Radial Velocity,1,986,,,0,2.05,,,0,0.47,,,0,,,,,0.75,,,0,Msini,,,,,,,,,0,0,0,0,19h49m33.97s,297.391541,-37d46m50.0s,-37.780552,44.98,2.19,-2.43,0,7.214,0.01,0,0,V (Johnson),6075,30,-30,0,0,1.22,0.1,-0.06,0,0,,,,,0,2014-07-23,2006
409,HD 185269,b,Radial Velocity,1,6.838,0.001,-0.001,0,0.077,,,0,0.3,0.04,-0.04,0,,,,,0.94,,,0,Msini,,,,,,,,,0,0,0,0,19h37m11.74s,294.29892,+28d29m59.5s,28.499865,47.37,1.6,-1.72,0,,,,,,5980,50,-50,0,0,1.28,0.1,-0.1,0,0,1.88,0.1,-0.1,0,0,2014-07-23,2006
407,HD 183263,b,Radial Velocity,2,626.5,1.1,-1.1,0,1.51,0.087,-0.087,0,0.3567,0.009,-0.009,0,,,,,3.67,0.3,-0.3,0,Msini,,,,,,,,,0,0,0,0,19h28m24.57s,292.102386,+08d21m29.0s,8.358054,52.83,2.8,-3.13,0,7.861,0.012,0,0,V (Johnson),5936,,,0,0,1.17,0.1,-0.1,0,0,,,,,0,2014-07-23,2004
408,HD 183263,c,Radial Velocity,2,3070,110,-110,0,4.35,0.28,-0.28,0,0.239,0.064,-0.064,0,,,,,3.57,0.55,-0.55,0,Msini,,,,,,,,,0,0,0,0,19h28m24.57s,292.102386,+08d21m29.0s,8.358054,52.83,2.8,-3.13,0,7.861,0.012,0,0,V (Johnson),5936,,,0,0,1.17,0.1,-0.1,0,0,,,,,0,2014-07-23,2008
403,HD 181433,b,Radial Velocity,3,9.3743,0.0019,-0.0019,0,0.08,,,0,0.396,0.062,-0.062,0,,,,,0.024,,,0,Msini,,,,,,,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,0.76,-0.81,0,8.4,,0,0,V (Johnson),4962,134,-134,0,0,0.78,,,,0,,,,,0,2014-07-23,2008
404,HD 181433,c,Radial Velocity,3,962,15,-15,0,1.76,,,0,0.28,0.02,-0.02,0,,,,,0.64,,,0,Msini,,,,,,,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,0.76,-0.81,0,8.4,,0,0,V (Johnson),4962,134,-134,0,0,0.78,,,,0,,,,,0,2014-07-23,2008
405,HD 181433,d,Radial Velocity,3,2172,158,-158,0,3,,,0,0.48,0.05,-0.05,0,,,,,0.54,,,0,Msini,,,,,,,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,0.76,-0.81,0,8.4,,0,0,V (Johnson),4962,134,-134,0,0,0.78,,,,0,,,,,0,2014-07-23,2008
399,HD 179949,b,Radial Velocity,1,3.092514,0.000032,-0.000032,0,0.0443,0.0026,-0.0026,0,0.022,0.015,-0.015,0,,,,,0.916,0.076,-0.076,0,Msini,,,,,,,,,0,0,0,0,19h15m33.23s,288.888458,-24d10m45.7s,-24.179352,27.05,0.57,-0.6,0,6.25,,0,0,V (Johnson),6168,,,0,0,1.21,,,0,0,,,,,0,2014-07-09,2000
398,HD 179079,b,Radial Velocity,1,14.476,0.011,-0.011,0,0.1216,0.001,-0.001,0,0.115,0.087,-0.087,0,,,,,0.0866,0.008,-0.008,0,Msini,,,,,,,,,0,0,0,0,19h11m09.83s,287.790955,-02d38m18.2s,-2.638385,63.69,3.6,-4.06,0,7.95,,0,0,V (Johnson),5684,44,-44,0,0,1.15,0.03,-0.03,0,0,1.6,0.09,-0.09,0,0,2014-07-09,2008
397,HD 178911 B,b,Radial Velocity,1,71.484,0.002,-0.002,0,0.339,0.006,-0.006,0,0.114,0.003,-0.003,0,,,,,7.03,0.28,-0.28,0,Msini,,,,,,,,,0,0,0,0,19h09m03.11s,287.262939,+34d35m59.5s,34.59985,47,11,-11,0,7.792,0.012,0,0,V (Johnson),5668,44,-44,0,0,1.01,0.06,-0.06,0,0,,,,,0,2014-05-14,2001
393,HD 175541,b,Radial Velocity,1,297.3,0.6,-0.6,0,1.03,,,0,0.33,0.2,-0.2,0,,,,,0.61,,,0,Msini,,,,,,,,,0,0,0,0,18h55m40.88s,283.920349,+04d15m55.2s,4.265325,127.55,16.07,-21.48,0,8.03,,0,0,V (Johnson),5060,44,-44,0,0,1.65,0.12,-0.12,0,0,3.8,0.09,-0.09,0,0,2014-07-09,2007
391,HD 173416,b,Radial Velocity,1,323.6,2.2,-2.2,0,1.16,0.06,-0.06,0,0.21,0.04,-0.04,0,,,,,2.7,0.3,-0.3,0,Msini,,,,,,,,,0,0,0,0,18h43m36.11s,280.900452,+36d33m23.8s,36.556606,134.95,9.01,-10.4,0,6.057,,0,0,V (Johnson),4683,100,-100,0,0,2,0.3,-0.3,0,0,13.5,0.9,-0.9,0,0,2014-07-09,2008
390,HD 17156,b,Radial Velocity,1,21.21663,0.00045,-0.00045,0,0.1614,0.0022,-0.0022,0,0.6819,0.0044,-0.0044,0,87.89,0.11,-0.11,0,3.22,0.08,-0.08,0,Mass,1.02,0.08,-0.08,0,3.78,0.06,-0.06,0,0,0,0,0,02h49m44.49s,42.435364,+71d45m11.6s,71.753235,75,,,0,8.172,0.031,0,0,V (Johnson),6100,75,-75,0,0,1.24,0.03,-0.03,0,0,1.44,0.08,-0.08,0,0,2014-10-29,2007
388,HD 171028,b,Radial Velocity,1,550,3,-3,0,1.32,,,0,0.59,0.01,-0.01,0,,,,,1.98,,,0,Msini,,,,,,,,,0,0,0,0,18h32m15.49s,278.064527,+06d56m44.7s,6.945743,90,,,0,8.31,,0,0,V (Johnson),5663,20,-20,0,0,0.99,0.08,-0.08,0,0,1.95,0.26,-0.26,0,0,2014-07-02,2007
387,HD 17092,b,Radial Velocity,1,359.9,2.4,-2.4,0,,,,,0.166,0.052,-0.052,0,,,,,4.6,0.3,-0.3,0,Msini,,,,,,,,,0,0,0,0,02h46m22.11s,41.592117,+49d39m11.1s,49.653076,,,,,,,,,,4650,35,-35,0,0,2.3,0.3,-0.3,0,0,,,,,0,2014-07-02,2007
386,HD 170469,b,Radial Velocity,1,1145,18,-18,0,2.1,,,0,0.11,0.08,-0.08,0,,,,,0.67,,,0,Msini,,,,,,,,,0,0,0,0,18h29m10.98s,277.295746,+11d41m43.8s,11.695502,64.98,4.37,-5.05,0,8.21,,0,0,V (Johnson),5810,44,-44,0,0,1.14,0.01,-0.05,0,0,1.22,0.04,-0.04,0,0,2014-07-02,2007
384,HD 169830,b,Radial Velocity,2,225.62,0.22,-0.22,0,0.81,,,0,0.31,0.01,-0.01,0,,,,,2.88,,,0,Msini,,,,,,,,,0,0,0,1,18h27m49.48s,276.956177,-29d49m00.7s,-29.816866,36.32,1.16,-1.24,0,5.902,0.01,0,0,V (Johnson),6299,,,0,0,1.4,,,0,0,,,,,0,2014-06-25,2000
385,HD 169830,c,Radial Velocity,2,2102,264,-264,0,3.6,,,0,0.33,0.02,-0.02,0,,,,,4.04,,,0,Msini,,,,,,,,,0,0,0,0,18h27m49.48s,276.956177,-29d49m00.7s,-29.816866,36.32,1.16,-1.24,0,5.902,0.01,0,0,V (Johnson),6299,,,0,0,1.4,,,0,0,,,,,0,2014-06-25,2003
382,HD 168746,b,Radial Velocity,1,6.404,0.0014,-0.0014,0,0.0659,0.0038,-0.0038,0,0.107,0.08,-0.08,0,,,,,0.248,0.023,-0.023,0,Msini,,,,,,,,,0,0,0,0,18h21m49.78s,275.457428,-11d55m21.7s,-11.922684,43.12,1.71,-1.86,0,7.946,0.013,0,0,V (Johnson),5564,,,0,0,0.93,,,0,0,,,,,0,2014-06-25,2002
381,HD 168443,c,Radial Velocity,2,1749.83,0.57,-0.57,0,2.8373,0.018,-0.018,0,0.2113,0.00171,-0.00171,0,,,,,17.193,0.21,-0.21,0,Msini,,,,,,,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,37.88,1.18,-1.26,0,6.917,0.011,0,0,V (Johnson),5491,44,-44,0,0,0.99,0.02,-0.02,0,0,1.51,0.06,-0.06,0,0,2015-02-05,2000
379,HD 167042,b,Radial Velocity,1,420.77,3.48,-3.11,0,1.32,0.03,-0.04,0,0.089,0.028,-0.065,0,,,,,1.7,0.09,-0.12,0,Msini,,,,,,,,,0,0,0,0,18h10m31.64s,272.631836,+54d17m11.6s,54.286552,50,1.24,-1.31,0,5.94,,0,0,V (Johnson),4943,12,-12,0,0,1.5,0.2,-0.2,0,0,4.5,0.2,-0.2,0,0,2014-05-14,2007
376,HD 164922,b,Radial Velocity,1,1155,23,-23,0,2.11,0.13,-0.13,0,0.05,0.14,-0.14,0,,,,,0.36,0.046,-0.046,0,Msini,,,,,,,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,21.92,0.34,-0.35,0,7.01,,0,0,V (Johnson),5385,,,0,0,0.94,,,0,0,,,,,0,2014-05-14,2005
372,HD 16417,b,Radial Velocity,1,17.24,0.01,-0.01,0,0.14,0.01,-0.01,0,0.2,0.09,-0.09,0,,,,,0.0696,0.0063,-0.0063,0,Msini,,,,,,,,,0,0,0,1,02h36m58.61s,39.244198,-34d34m40.7s,-34.577976,25.54,0.41,-0.42,0,5.78,,0,0,V (Johnson),,,,,0,1.2,,,0,0,,,,,0,2014-05-14,2008
369,HD 162020,b,Radial Velocity,1,8.428198,0.000056,-0.000056,0,0.074,,,0,0.277,0.002,-0.002,0,,,,,14.4,,,0,Msini,,,,,,,,,0,0,0,0,17h50m38.36s,267.659821,-40d19m06.1s,-40.318348,31.26,1.38,-1.52,0,9.1,,0,0,V (Johnson),4830,80,-80,0,0,0.75,,,0,0,,,,,0,2014-05-14,2002
367,HD 16141,b,Radial Velocity,1,75.523,0.055,-0.055,0,0.363,0.021,-0.021,0,0.252,0.052,-0.052,0,,,,,0.26,0.028,-0.028,0,Msini,,,,,,,,,0,0,0,0,02h35m19.93s,38.833035,-03d33m38.2s,-3.560602,35.91,1.71,-1.89,0,6.83,,0,0,V (Johnson),5794,44,-44,0,0,1.12,,,0,0,,,,,0,2014-05-14,2000
363,HD 160691,b,Radial Velocity,4,643.25,0.9,-0.9,0,1.497,,,0,0.128,0.017,-0.017,0,,,,,1.08,,,0,Msini,,,,,,,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,0.18,-0.19,0,5.15,,0,0,V (Johnson),5807,30,-30,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,2000
364,HD 160691,c,Radial Velocity,4,4205.8,758.9,-758.9,0,5.235,,,0,0.0985,0.0627,-0.0627,0,,,,,1.814,,,0,Msini,,,,,,,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,0.18,-0.19,0,5.15,,0,0,V (Johnson),5807,30,-30,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,2004
365,HD 160691,d,Radial Velocity,4,9.6386,0.0015,-0.0015,0,0.09094,,,0,0.172,0.04,-0.04,0,,,,,0.03321,,,0,Msini,,,,,,,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,0.18,-0.19,0,5.15,,0,0,V (Johnson),5807,30,-30,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,2004
366,HD 160691,e,Radial Velocity,4,310.55,0.83,-0.83,0,0.921,,,0,0.0666,0.0122,-0.0122,0,,,,,0.5219,,,0,Msini,,,,,,,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,0.18,-0.19,0,5.15,,0,0,V (Johnson),5807,30,-30,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,2006
359,HD 159868,b,Radial Velocity,2,1178.4,8.8,-8.8,0,2.25,0.03,-0.03,0,0.01,0.03,-0.03,0,,,,,2.1,0.11,-0.11,0,Msini,,,,,,,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,52.72,2.82,-3.15,0,7.242,,0,0,V (Johnson),5558,15,-15,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,2006
355,HD 156846,b,Radial Velocity,1,359.5546,0.0071,-0.0071,0,1.096,0.021,-0.021,0,0.84785,0.0005,-0.0005,0,,,,,10.57,0.29,-0.29,0,Msini,,,,,,,,,0,0,1,0,17h20m34.31s,260.142944,-19d20m01.5s,-19.333746,49,2.13,-2.34,0,6.506,,0,0,V (Johnson),5969,44,-44,0,0,1.35,0.04,-0.04,0,0,2.12,0.12,-0.12,0,0,2014-05-14,2007
350,HD 155358,b,Radial Velocity,2,194.3,0.3,-0.3,0,0.64,0.01,-0.01,0,0.17,0.03,-0.03,0,,,,,0.85,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.4,1.26,-1.34,0,7.27,0.01,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2007
351,HD 155358,c,Radial Velocity,2,391.9,1,-1,0,1.02,0.02,-0.02,0,0.16,0.1,-0.1,0,,,,,0.82,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.4,1.26,-1.34,0,7.27,0.01,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2007
347,HD 154857,b,Radial Velocity,2,408.6,0.5,-0.5,0,1.291,0.008,-0.008,0,0.46,0.02,-0.02,0,,,,,2.24,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,68.54,4.02,-4.56,0,7.238,0.01,0,0,V (Johnson),5605,,,0,0,1.72,0.03,-0.02,0,0,1.76,0.06,-0.06,0,0,2014-05-14,2004
346,HD 154672,b,Radial Velocity,1,163.9,0.01,-0.01,0,0.6,,,0,0.61,0.02,-0.02,0,,,,,5.02,0.17,-0.17,0,Msini,,,,,,,,,0,0,0,0,17h10m04.91s,257.520477,-56d26m57.4s,-56.449268,65.79,4.48,-5.18,0,8.204,0.012,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2008
345,HD 154345,b,Radial Velocity,1,3342,95,-95,0,4.19,0.26,-0.26,0,0.044,0.046,-0.046,0,,,,,0.947,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,0,17h02m36.41s,255.651688,+47d04m54.8s,47.081882,18.06,0.18,-0.18,0,6.76,0,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2006
344,HD 153950,b,Radial Velocity,1,499.4,3.6,-3.6,0,1.28,0.01,-0.01,0,0.34,0.021,-0.021,0,,,,,2.73,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,17h04m30.87s,256.128632,-43d18m35.2s,-43.309769,51.87,3.18,-3.63,0,7.39,0.011,0,0,V (Johnson),6076,13,-13,0,0,1.12,0.03,-0.03,0,0,1.34,,,0,0,2014-05-14,2008
339,HD 149143,b,Radial Velocity,1,4.088,0.006,-0.006,0,0.052,,,0,0.08,0.04,-0.04,0,,,,,1.36,,,0,Msini,,,,,,,,,0,0,0,1,16h32m51.05s,248.212708,+02d05m05.4s,2.084832,63.49,4.04,-4.63,0,7.893,0.012,0,0,V (Johnson),5730,150,-150,0,0,1.1,0.1,-0.1,0,0,,,,,0,2016-03-10,2005
338,HD 149026,b,Radial Velocity,1,2.8758911,0.0000025,-0.0000025,0,,,,,,,,,84.55,0.35,-0.81,0,0.368,0.013,-0.014,0,Mass,0.813,0.027,-0.025,0,0.85,0.1,-0.09,0,0,0,0,0,16h30m29.62s,247.623413,+38d20m50.3s,38.347309,78.86,4.62,-5.24,0,8.15,,0,0,V (Johnson),6160,50,-50,0,0,1.34,0.02,-0.02,0,0,1.54,0.05,-0.04,0,0,2014-10-15,2005
335,HD 147513,b,Radial Velocity,1,528.4,6.3,-6.3,0,1.32,,,0,0.26,0.05,-0.05,0,,,,,1.21,,,0,Msini,,,,,,,,,0,0,0,0,16h24m01.29s,246.005371,-39d11m34.7s,-39.192982,12.87,0.14,-0.14,0,5.39,,0,0,V (Johnson),5883,,,0,0,1.11,,,0,0,,,,,0,2014-05-14,2003
328,HD 145377,b,Radial Velocity,1,103.95,0.13,-0.13,0,0.45,0.004,-0.004,0,0.307,0.017,-0.017,0,,,,,5.76,0.1,-0.1,0,Msini,,,,,,,,,0,0,0,0,16h11m36.45s,242.901855,-27d04m41.4s,-27.078173,55.19,3.16,-3.57,0,8.095,0.013,0,0,V (Johnson),6046,15,-15,0,0,1.12,0.03,-0.03,0,0,1.14,,,0,0,2014-05-14,2008
327,HD 143361,b,Radial Velocity,1,1057,20,-20,0,2,,,0,0.15,0.17,-0.17,0,,,,,3.12,1.44,-1.44,0,Msini,,,,,,,,,0,0,0,0,16h01m50.35s,240.459778,-44d26m04.3s,-44.434536,59.35,4.19,-4.88,0,9.225,0.021,0,0,V (Johnson),,,,,0,0.95,,,0,0,,,,,0,2014-05-14,2008
325,HD 142415,b,Radial Velocity,1,386.3,1.6,-1.6,0,1.05,,,0,0.5,,,0,,,,,1.62,,,0,Msini,,,,,,,,,0,0,0,0,15h57m40.79s,239.419968,-60d12m00.9s,-60.200256,34.57,0.98,-1.03,0,7.327,0.01,0,0,V (Johnson),6045,,,0,0,1.03,,,0,0,,,,,0,2014-05-14,2003
323,HD 142022 A,b,Radial Velocity,1,1928,53,-39,0,3.03,0.05,-0.05,0,0.53,0.23,-0.18,0,,,,,5.1,2.6,-1.5,0,Msini,,,,,,,,,0,0,0,0,16h10m15.02s,242.562592,-84d13m53.8s,-84.231613,35.87,0.85,-0.9,0,7.7,,0,0,V (Johnson),5499,27,-27,0,0,0.99,,,0,0,,,,,0,2014-05-14,2005
321,HD 142,b,Radial Velocity,2,349.7,1.2,-1.2,0,1.02,0.03,-0.03,0,0.17,0.06,-0.06,0,,,,,1.25,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,25.64,0.41,-0.43,0,5.7,,0,1,V (Johnson),6245,48,-48,0,0,1.23,0.22,-0.16,0,0,1.47,0.04,-0.04,0,0,2014-08-21,2001
320,HD 141937,b,Radial Velocity,1,653.22,1.21,-1.21,0,1.4877,0.0097,-0.0097,0,0.41,0.01,-0.01,0,,,,,9.316,0.329,-0.329,0,Msini,,,,,,,,,0,0,0,0,15h52m17.55s,238.07312,-18d26m09.8s,-18.436066,33.46,1.17,-1.25,0,7.25,0.011,0,0,V (Johnson),5879,70,-70,0,0,1.03,0.02,-0.02,0,0,0.99,0.06,-0.06,0,0,2014-11-19,2002
314,HD 139357,b,Radial Velocity,1,1125.7,9,-9,0,2.36,0.2,-0.2,0,0.1,0.02,-0.02,0,,,,,9.76,2.15,-2.15,0,Msini,,,,,,,,,0,0,0,0,15h35m16.20s,233.81749,+53d55m19.7s,53.922142,121.36,7.46,-8.51,0,5.964,0.01,0,0,V (Johnson),4700,70,-70,0,0,1.35,0.24,-0.24,0,0,11.47,0.75,-0.75,0,0,2014-05-14,2008
302,HD 132406,b,Radial Velocity,1,974,39,-39,0,1.98,,,0,0.34,0.09,-0.09,0,,,,,5.61,,,0,Msini,,,,,,,,,0,0,0,0,14h56m54.65s,224.227707,+53d22m55.8s,53.382168,70.97,3.68,-4.1,0,8.467,0.013,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2007
301,HD 13189,b,Radial Velocity,1,471.6,6,-6,0,1.85,0.35,-0.35,0,0.27,0.06,-0.06,0,,,,,14,6,-6,0,Msini,,,,,,,,,0,0,0,0,02h09m40.17s,32.417381,+32d18m59.2s,32.316437,300.3,,,-1,7.556,0.011,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2005
300,HD 131664,b,Radial Velocity,1,1951,41,-41,0,3.17,0.03,-0.03,0,0.638,0.02,-0.02,0,,,,,18.15,0.35,-0.35,0,Msini,,,,,,,,,0,0,0,0,15h00m06.08s,225.025314,-73d32m07.2s,-73.535339,57.21,2.8,-3.11,0,8.128,0.012,0,0,V (Johnson),5886,21,-21,0,0,1.1,0.03,-0.03,0,0,1.16,,,0,0,2014-05-14,2008
294,HD 128311,b,Radial Velocity,2,453.019,0.404,-0.404,0,1.084,0.006,-0.006,0,0.303,0.011,-0.011,0,30,,,-1,1.769,0.023,-0.023,0,Msini,,,,,,,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,,,,,7.51,0.05,0,0,V (Johnson),,,,,0,0.83,0.01,-0.01,0,0,0.76,0.02,-0.02,0,0,2015-06-25,2002
295,HD 128311,c,Radial Velocity,2,921.538,1.15,-1.15,0,1.74,0.01,-0.01,0,0.159,0.006,-0.006,0,55.95,14.553,-14.553,0,3.789,0.924,-0.432,0,Mass,,,,,,,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,,,,,7.51,0.05,0,0,V (Johnson),,,,,0,0.83,0.01,-0.01,0,0,0.76,0.02,-0.02,0,0,2015-06-25,2005
291,HD 12661,b,Radial Velocity,2,262.709,0.083,-0.083,0,0.8079,0.0052,-0.0052,0,0.3768,0.0077,-0.0077,0,,,,,2.176,0.037,-0.037,0,Msini,,,,,,,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.16,1.11,-1.18,0,7.425,0.011,0,0,V (Johnson),5748,70,-70,0,0,1.02,0.02,-0.02,0,0,1.11,0.08,-0.08,0,0,2014-11-19,2000
292,HD 12661,c,Radial Velocity,2,1708,14,-14,0,2.8145,0.0238,-0.0238,0,0.031,0.022,-0.022,0,,,,,1.812,0.048,-0.048,0,Msini,,,,,,,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.16,1.11,-1.18,0,7.425,0.011,0,0,V (Johnson),5748,70,-70,0,0,1.02,0.02,-0.02,0,0,1.11,0.08,-0.08,0,0,2014-11-19,2002
287,HD 125612,b,Radial Velocity,3,559.4,1.3,-1.3,0,1.37,,,0,0.46,0.01,-0.01,0,,,,,3,,,0,Msini,,,,,,,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,52.83,3.64,-4.22,0,8.317,0.014,0,0,V (Johnson),5900,18,-18,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,2007
284,HD 121504,b,Radial Velocity,1,63.33,0.03,-0.03,0,0.33,,,0,0.03,0.01,-0.01,0,,,,,1.22,,,0,Msini,,,,,,,,,0,0,0,0,13h57m17.24s,209.321823,-56d02m24.2s,-56.040043,44.37,1.72,-1.87,0,7.517,0.011,0,0,V (Johnson),6075,,,0,0,1.18,,,0,0,,,,,0,2014-05-14,2003
282,HD 11977,b,Radial Velocity,1,711,8,-8,0,1.93,,,0,0.4,0.07,-0.07,0,,,,,6.54,,,0,Msini,,,,,,,,,0,0,0,0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,66.49,2.02,-2.14,0,4.69,,0,0,V (Johnson),4970,70,-70,0,0,1.91,0.21,-0.21,0,0,10.09,0.32,-0.32,0,0,2014-05-14,2005
